,Loss,Accuracy,F1,Precision,Recall
60,0.10343950986862183,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
61,0.10419365763664246,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
62,0.1036723181605339,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
63,0.1035403162240982,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
64,0.10348691791296005,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
65,0.1035449281334877,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
66,0.10380899906158447,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
67,0.10377965867519379,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
68,0.10376475006341934,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
69,0.10321706533432007,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
70,0.10352768003940582,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
71,0.10365427285432816,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
72,0.10388505458831787,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
73,0.10345088690519333,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
74,0.10344477742910385,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
75,0.10355021804571152,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
76,0.10334555059671402,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
77,0.10342162847518921,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
78,0.10347181558609009,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
79,0.10335413366556168,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
80,0.10332995653152466,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
81,0.10347353667020798,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
82,0.10348808020353317,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
83,0.1034320741891861,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
84,0.10357002913951874,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
85,0.10341495275497437,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
86,0.10327865183353424,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
87,0.10309617966413498,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
88,0.10328897088766098,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
89,0.10326045751571655,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
90,0.10352899879217148,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
91,0.10359114408493042,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
92,0.10325723141431808,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
93,0.10317041724920273,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
94,0.10320962965488434,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
95,0.1037047952413559,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
96,0.1034240797162056,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
97,0.10344061255455017,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
98,0.10332638025283813,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
99,0.10339352488517761,0.7822514774419834,0.35734543391945545,0.24319629415170815,0.6734366648850882
